Date,EquipmentID,TotalPartsProduced,GoodPartsProduced,DowntimeHours,OperatingHours,IdealCycleTime_s
2024-04-02,CV001,699,671,0.0,24.0,115
2024-04-02,DR001,0,0,29.27,0.0,111
2024-04-02,WL001,654,641,0.0,24.0,120
2024-04-03,EX001,674,651,0.0,24.0,121
2024-04-03,DT001,742,728,0.0,24.0,112
2024-04-03,CR001,735,730,0.0,24.0,111
2024-04-03,CV001,646,616,0.0,24.0,121
2024-04-03,DR001,647,625,0.0,24.0,128
2024-04-03,WL001,637,626,0.0,24.0,122
2024-04-04,EX001,642,618,0.0,24.0,127
2024-04-04,DT001,623,617,0.0,24.0,126
2024-04-04,CR001,724,691,0.0,24.0,110
2024-04-04,CV001,709,698,0.0,24.0,116
2024-04-04,DR001,634,614,0.0,24.0,130
2024-04-04,WL001,669,664,0.0,24.0,117
2024-04-05,EX001,740,734,0.0,24.0,113
2024-04-05,DT001,727,715,0.0,24.0,115
2024-04-05,CR001,714,710,0.0,24.0,114
2024-04-05,CV001,645,624,0.0,24.0,124
2024-04-05,DR001,742,716,0.0,24.0,114
2024-04-05,WL001,752,734,0.0,24.0,110
2024-04-06,EX001,676,660,0.0,24.0,120
2024-04-06,DT001,663,645,0.0,24.0,124
2024-04-06,CR001,650,641,0.0,24.0,122
2024-04-06,CV001,606,579,0.0,24.0,129
2024-04-06,DR001,486,464,5.91,18.09,124
2024-04-06,WL001,757,735,0.0,24.0,111
2024-04-07,EX001,688,669,0.0,24.0,119
2024-04-07,DT001,715,687,0.0,24.0,110
2024-04-07,CR001,631,627,0.0,24.0,130
2024-04-07,CV001,657,631,0.0,24.0,126
2024-04-07,DR001,660,638,0.0,24.0,123
2024-04-07,WL001,625,603,0.0,24.0,125
2024-04-08,EX001,618,596,0.0,24.0,130
2024-04-08,DT001,701,689,0.0,24.0,114
2024-04-08,CR001,452,439,7.44,16.56,128
2024-04-08,CV001,614,588,0.0,24.0,129
2024-04-08,DR001,634,608,0.0,24.0,126
2024-04-08,WL001,682,648,0.0,24.0,123
2024-04-09,EX001,758,739,0.0,24.0,110
2024-04-09,DT001,661,629,0.0,24.0,127
2024-04-09,CR001,736,715,0.0,24.0,113
2024-04-09,CV001,546,532,6.24,17.76,113
2024-04-09,DR001,718,707,0.0,24.0,110
2024-04-09,WL001,674,666,0.0,24.0,120
2024-04-10,EX001,626,618,0.0,24.0,127
2024-04-10,DT001,565,544,5.48,18.52,114
2024-04-10,CR001,726,698,0.0,24.0,114
2024-04-10,CV001,651,643,0.0,24.0,121
2024-04-10,DR001,693,662,0.0,24.0,117
2024-04-10,WL001,712,687,0.0,24.0,110
2024-04-11,EX001,650,622,0.0,24.0,126
2024-04-11,DT001,696,683,0.0,24.0,121
2024-04-11,CR001,758,736,0.0,24.0,111
2024-04-11,CV001,624,620,0.0,24.0,129
2024-04-11,DR001,641,613,0.0,24.0,125
2024-04-11,WL001,702,698,0.0,24.0,118
2024-04-12,EX001,648,624,0.0,24.0,124
2024-04-12,DT001,649,641,0.0,24.0,120
2024-04-12,CR001,568,564,4.13,19.87,118
2024-04-12,CV001,629,601,0.0,24.0,124
2024-04-12,DR001,654,627,0.0,24.0,125
2024-04-12,WL001,742,705,0.0,24.0,112
2024-04-13,EX001,728,718,0.0,24.0,112
2024-04-13,DT001,723,700,0.0,24.0,116
2024-04-13,CR001,700,691,0.0,24.0,120
2024-04-13,CV001,661,642,0.0,24.0,127
2024-04-13,DR001,674,650,0.0,24.0,118
2024-04-13,WL001,536,524,5.79,18.21,116
2024-04-14,EX001,647,628,0.0,24.0,126
2024-04-14,DT001,639,609,0.0,24.0,122
2024-04-14,CR001,716,708,0.0,24.0,115
2024-04-14,CV001,648,633,0.0,24.0,126
2024-04-14,DR001,504,482,5.84,18.16,125
2024-04-14,WL001,660,642,0.0,24.0,124
2024-04-15,EX001,683,677,0.0,24.0,115
2024-04-15,DT001,632,618,0.0,24.0,128
2024-04-15,CR001,635,610,0.0,24.0,129
2024-04-15,CV001,715,684,0.0,24.0,113
2024-04-15,DR001,620,591,0.0,24.0,128
2024-04-15,WL001,638,631,0.0,24.0,128
2024-04-16,EX001,659,626,0.0,24.0,125
2024-04-16,DT001,653,642,0.0,24.0,124
2024-04-16,CR001,680,650,0.0,24.0,115
2024-04-16,CV001,637,610,0.0,24.0,126
2024-04-16,DR001,656,644,0.0,24.0,126
2024-04-16,WL001,637,619,0.0,24.0,130
2024-04-17,EX001,658,638,0.0,24.0,120
2024-04-17,DT001,522,516,3.93,20.07,130
2024-04-17,CR001,710,690,0.0,24.0,115
2024-04-17,CV001,632,622,0.0,24.0,128
2024-04-17,DR001,711,676,0.0,24.0,112
2024-04-17,WL001,648,634,0.0,24.0,130
2024-04-18,EX001,639,620,0.0,24.0,126
2024-04-18,DT001,620,591,0.0,24.0,127
2024-04-18,CR001,690,678,0.0,24.0,119
2024-04-18,CV001,682,652,0.0,24.0,123
2024-04-18,DR001,670,647,0.0,24.0,120
2024-04-18,WL001,586,578,4.14,19.86,113
2024-04-19,EX001,743,713,0.0,24.0,111
2024-04-19,DT001,690,660,0.0,24.0,121
2024-04-19,CR001,644,635,0.0,24.0,126
2024-04-19,CV001,689,683,0.0,24.0,114
2024-04-19,DR001,680,664,0.0,24.0,116
2024-04-19,WL001,267,262,14.4,9.6,119
2024-04-20,EX001,670,666,0.0,24.0,126
2024-04-20,DT001,659,642,0.0,24.0,121
2024-04-20,CR001,645,632,0.0,24.0,127
2024-04-20,CV001,681,675,0.0,24.0,122
2024-04-20,DR001,687,670,0.0,24.0,118
2024-04-20,WL001,666,636,0.0,24.0,120
2024-04-21,EX001,750,742,0.0,24.0,110
2024-04-21,DT001,677,659,0.0,24.0,115
2024-04-21,CR001,668,664,0.0,24.0,123
2024-04-21,CV001,713,679,0.0,24.0,112
2024-04-21,DR001,647,636,0.0,24.0,123
2024-04-21,WL001,75,72,21.57,2.43,110
2024-04-22,EX001,677,670,0.0,24.0,115
2024-04-22,DT001,612,604,0.0,24.0,129
2024-04-22,CR001,676,645,0.0,24.0,117
2024-04-22,CV001,664,636,0.0,24.0,127
2024-04-22,DR001,675,645,0.0,24.0,121
2024-04-22,WL001,663,653,0.0,24.0,124
2024-04-23,EX001,665,654,0.0,24.0,119
2024-04-23,DT001,668,653,0.0,24.0,122
2024-04-23,CR001,0,0,33.82,0.0,126
2024-04-23,CV001,719,691,0.0,24.0,113
2024-04-23,DR001,615,590,0.0,24.0,128
2024-04-23,WL001,637,633,0.0,24.0,126
2024-04-24,EX001,539,524,6.09,17.91,112
2024-04-24,DT001,658,634,0.0,24.0,124
2024-04-24,CR001,703,691,0.0,24.0,115
2024-04-24,CV001,669,660,0.0,24.0,122
2024-04-24,DR001,667,651,0.0,24.0,123
2024-04-24,WL001,676,654,0.0,24.0,119
2024-04-25,EX001,670,648,0.0,24.0,121
2024-04-25,DT001,626,606,0.0,24.0,125
2024-04-25,CR001,189,181,16.94,7.06,129
2024-04-25,CV001,688,666,0.0,24.0,121
2024-04-25,DR001,719,688,0.0,24.0,116
2024-04-25,WL001,614,583,0.0,24.0,130
2024-04-26,EX001,733,726,0.0,24.0,114
2024-04-26,DT001,628,616,0.0,24.0,125
2024-04-26,CR001,612,603,0.0,24.0,130
2024-04-26,CV001,644,619,0.0,24.0,130
2024-04-26,DR001,611,581,0.0,24.0,130
2024-04-26,WL001,634,625,0.0,24.0,124
2024-04-27,EX001,641,609,0.0,24.0,124
2024-04-27,DT001,500,486,6.35,17.65,123
2024-04-27,CR001,653,626,0.0,24.0,128
2024-04-27,CV001,739,730,0.0,24.0,110
2024-04-27,DR001,659,645,0.0,24.0,123
2024-04-27,WL001,654,648,0.0,24.0,129
2024-04-28,EX001,609,597,0.0,24.0,129
2024-04-28,DT001,706,699,0.0,24.0,119
2024-04-28,CR001,769,739,0.0,24.0,110
2024-04-28,CV001,662,636,0.0,24.0,123
2024-04-28,DR001,647,633,0.0,24.0,124
2024-04-28,WL001,681,664,0.0,24.0,120
2024-04-29,EX001,619,598,0.0,24.0,127
2024-04-29,DT001,763,736,0.0,24.0,110
2024-04-29,CR001,657,633,0.0,24.0,126
2024-04-29,CV001,613,607,0.0,24.0,128
2024-04-29,DR001,647,635,0.0,24.0,128
2024-04-29,WL001,0,0,37.25,0.0,123
2024-04-30,EX001,713,707,0.0,24.0,116
2024-04-30,DT001,691,680,0.0,24.0,122
2024-04-30,CR001,687,659,0.0,24.0,114
2024-04-30,CV001,713,699,0.0,24.0,114
2024-04-30,DR001,690,656,0.0,24.0,122
2024-04-30,WL001,626,609,0.0,24.0,129
2024-05-01,EX001,683,659,0.0,24.0,114
2024-05-01,DT001,708,691,0.0,24.0,114
2024-05-01,CR001,635,622,0.0,24.0,127
2024-05-01,CV001,688,655,0.0,24.0,123
2024-05-01,DR001,705,685,0.0,24.0,115
2024-05-01,WL001,579,559,4.65,19.35,114
2024-05-02,EX001,723,693,0.0,24.0,115
2024-05-02,DT001,723,696,0.0,24.0,113
2024-05-02,CR001,653,647,0.0,24.0,125
2024-05-02,CV001,651,626,0.0,24.0,126
2024-05-02,DR001,642,610,0.0,24.0,125
2024-05-02,WL001,686,652,0.0,24.0,121
2024-05-03,EX001,556,543,5.15,18.85,112
2024-05-03,DT001,707,695,0.0,24.0,115
2024-05-03,CR001,746,723,0.0,24.0,112
2024-05-03,CV001,718,692,0.0,24.0,115
2024-05-03,DR001,658,654,0.0,24.0,123
2024-05-03,WL001,634,629,0.0,24.0,127
2024-05-04,EX001,679,666,0.0,24.0,117
2024-05-04,DT001,711,700,0.0,24.0,115
2024-05-04,CR001,688,663,0.0,24.0,120
2024-05-04,CV001,620,589,0.0,24.0,130
2024-05-04,DR001,710,677,0.0,24.0,116
2024-05-04,WL001,674,653,0.0,24.0,120
2024-05-05,EX001,695,666,0.0,24.0,117
2024-05-05,DT001,627,619,0.0,24.0,130
2024-05-05,CR001,723,689,0.0,24.0,110
2024-05-05,CV001,664,644,0.0,24.0,124
2024-05-05,DR001,754,725,0.0,24.0,112
2024-05-05,WL001,623,600,0.0,24.0,126
2024-05-06,EX001,669,665,0.0,24.0,121
2024-05-06,DT001,699,672,0.0,24.0,121
2024-05-06,CR001,693,668,0.0,24.0,113
2024-05-06,CV001,660,640,0.0,24.0,125
2024-05-06,DR001,734,701,0.0,24.0,115
2024-05-06,WL001,721,688,0.0,24.0,112
2024-05-07,EX001,654,630,0.0,24.0,124
2024-05-07,DT001,625,610,0.0,24.0,126
2024-05-07,CR001,630,601,0.0,24.0,129
2024-05-07,CV001,273,260,14.05,9.95,119
2024-05-07,DR001,647,628,0.0,24.0,128
2024-05-07,WL001,696,684,0.0,24.0,116
2024-05-08,EX001,697,680,0.0,24.0,118
2024-05-08,DT001,729,707,0.0,24.0,111
2024-05-08,CR001,679,658,0.0,24.0,118
2024-05-08,CV001,760,751,0.0,24.0,111
2024-05-08,DR001,627,599,0.0,24.0,130
2024-05-08,WL001,636,614,0.0,24.0,129
2024-05-09,EX001,667,659,0.0,24.0,117
2024-05-09,DT001,740,710,0.0,24.0,114
2024-05-09,CR001,699,692,0.0,24.0,116
2024-05-09,CV001,693,666,0.0,24.0,114
2024-05-09,DR001,627,618,0.0,24.0,128
2024-05-09,WL001,656,634,0.0,24.0,126
2024-05-10,EX001,720,702,0.0,24.0,117
2024-05-10,DT001,640,630,0.0,24.0,129
2024-05-10,CR001,651,621,0.0,24.0,121
2024-05-10,CV001,719,690,0.0,24.0,115
2024-05-10,DR001,632,618,0.0,24.0,128
2024-05-10,WL001,695,676,0.0,24.0,115
2024-05-11,EX001,666,633,0.0,24.0,120
2024-05-11,DT001,704,671,0.0,24.0,116
2024-05-11,CR001,708,685,0.0,24.0,114
2024-05-11,CV001,723,706,0.0,24.0,110
2024-05-11,DR001,719,687,0.0,24.0,113
2024-05-11,WL001,703,688,0.0,24.0,116
2024-05-12,EX001,723,708,0.0,24.0,113
2024-05-12,DT001,714,690,0.0,24.0,111
2024-05-12,CR001,647,634,0.0,24.0,125
2024-05-12,CV001,472,459,7.76,16.24,115
2024-05-12,DR001,615,600,0.0,24.0,128
2024-05-12,WL001,628,598,0.0,24.0,124
2024-05-13,EX001,709,686,0.0,24.0,115
2024-05-13,DT001,695,662,0.0,24.0,115
2024-05-13,CR001,641,633,0.0,24.0,122
2024-05-13,CV001,668,657,0.0,24.0,118
2024-05-13,DR001,611,605,0.0,24.0,129
2024-05-13,WL001,628,602,0.0,24.0,128
2024-05-14,EX001,543,525,4.58,19.42,116
2024-05-14,DT001,722,686,0.0,24.0,115
2024-05-14,CR001,646,631,0.0,24.0,122
2024-05-14,CV001,688,675,0.0,24.0,113
2024-05-14,DR001,639,620,0.0,24.0,123
2024-05-14,WL001,633,618,0.0,24.0,127
2024-05-15,EX001,671,647,0.0,24.0,123
2024-05-15,DT001,497,490,7.73,16.27,112
2024-05-15,CR001,664,632,0.0,24.0,118
2024-05-15,CV001,670,654,0.0,24.0,122
2024-05-15,DR001,646,623,0.0,24.0,121
2024-05-15,WL001,680,647,0.0,24.0,121
2024-05-16,EX001,684,673,0.0,24.0,119
2024-05-16,DT001,605,579,2.06,21.94,121
2024-05-16,CR001,640,616,0.0,24.0,123
2024-05-16,CV001,626,613,0.0,24.0,127
2024-05-16,DR001,697,679,0.0,24.0,116
2024-05-16,WL001,687,655,0.0,24.0,116
2024-05-17,EX001,664,649,0.0,24.0,123
2024-05-17,DT001,693,662,0.0,24.0,117
2024-05-17,CR001,609,590,0.0,24.0,130
2024-05-17,CV001,672,644,0.0,24.0,120
2024-05-17,DR001,753,734,0.0,24.0,110
2024-05-17,WL001,634,617,0.0,24.0,127
2024-05-18,EX001,630,607,0.0,24.0,126
2024-05-18,DT001,675,643,0.0,24.0,117
2024-05-18,CR001,678,646,0.0,24.0,116
2024-05-18,CV001,748,718,0.0,24.0,110
2024-05-18,DR001,657,639,0.0,24.0,124
2024-05-18,WL001,725,701,0.0,24.0,111
2024-05-19,EX001,659,651,0.0,24.0,128
2024-05-19,DT001,712,694,0.0,24.0,114
2024-05-19,CR001,515,494,4.34,19.66,127
2024-05-19,CV001,729,712,0.0,24.0,116
2024-05-19,DR001,623,601,0.0,24.0,129
2024-05-19,WL001,665,637,0.0,24.0,117
2024-05-20,EX001,191,186,17.04,6.96,120
2024-05-20,DT001,726,713,0.0,24.0,114
2024-05-20,CR001,754,729,0.0,24.0,111
2024-05-20,CV001,699,689,0.0,24.0,113
2024-05-20,DR001,688,660,0.0,24.0,117
2024-05-20,WL001,672,667,0.0,24.0,125
2024-05-21,EX001,649,634,0.0,24.0,128
2024-05-21,DT001,603,574,0.0,24.0,130
2024-05-21,CR001,0,0,41.56,0.0,120
2024-05-21,CV001,621,610,0.0,24.0,126
2024-05-21,DR001,674,644,0.0,24.0,116
2024-05-21,WL001,702,691,0.0,24.0,117
2024-05-22,EX001,632,620,0.0,24.0,127
2024-05-22,DT001,734,717,0.0,24.0,112
2024-05-22,CR001,601,579,0.0,24.0,130
2024-05-22,CV001,706,694,0.0,24.0,114
2024-05-22,DR001,675,657,0.0,24.0,121
2024-05-22,WL001,59,56,21.97,2.03,112
2024-05-23,EX001,612,597,0.0,24.0,129
2024-05-23,DT001,661,653,0.0,24.0,123
2024-05-23,CR001,711,691,0.0,24.0,119
2024-05-23,CV001,712,705,0.0,24.0,113
2024-05-23,DR001,621,593,0.0,24.0,126
2024-05-23,WL001,753,727,0.0,24.0,111
2024-05-24,EX001,660,634,0.0,24.0,120
2024-05-24,DT001,697,683,0.0,24.0,117
2024-05-24,CR001,628,602,0.0,24.0,130
2024-05-24,CV001,681,658,0.0,24.0,119
2024-05-24,DR001,654,639,0.0,24.0,129
2024-05-24,WL001,638,615,0.0,24.0,122
2024-05-25,EX001,670,664,0.0,24.0,116
2024-05-25,DT001,634,610,0.0,24.0,126
2024-05-25,CR001,650,641,0.0,24.0,127
2024-05-25,CV001,672,662,0.0,24.0,122
2024-05-25,DR001,698,688,0.0,24.0,116
2024-05-25,WL001,669,642,0.0,24.0,121
2024-05-26,EX001,652,627,0.0,24.0,124
2024-05-26,DT001,659,655,0.0,24.0,123
2024-05-26,CR001,705,697,0.0,24.0,114
2024-05-26,CV001,735,728,0.0,24.0,112
2024-05-26,DR001,699,692,0.0,24.0,114
2024-05-26,WL001,625,614,0.0,24.0,129
2024-05-27,EX001,695,678,0.0,24.0,121
2024-05-27,DT001,646,627,0.0,24.0,121
2024-05-27,CR001,665,654,0.0,24.0,118
2024-05-27,CV001,682,663,0.0,24.0,121
2024-05-27,DR001,735,721,0.0,24.0,113
2024-05-27,WL001,614,597,0.0,24.0,130
2024-05-28,EX001,675,665,0.0,24.0,118
2024-05-28,DT001,613,601,0.0,24.0,127
2024-05-28,CR001,641,623,0.0,24.0,128
2024-05-28,CV001,632,608,0.0,24.0,128
2024-05-28,DR001,720,709,0.0,24.0,110
2024-05-28,WL001,546,530,4.02,19.98,122
2024-05-29,EX001,688,667,0.0,24.0,118
2024-05-29,DT001,611,592,0.0,24.0,129
2024-05-29,CR001,613,597,0.0,24.0,127
2024-05-29,CV001,654,624,0.0,24.0,123
2024-05-29,DR001,701,672,0.0,24.0,118
2024-05-29,WL001,759,724,0.0,24.0,111
2024-05-30,EX001,636,610,0.0,24.0,126
2024-05-30,DT001,651,635,0.0,24.0,120
2024-05-30,CR001,671,667,0.0,24.0,117
2024-05-30,CV001,684,669,0.0,24.0,115
2024-05-30,DR001,628,601,0.0,24.0,127
2024-05-30,WL001,661,649,0.0,24.0,118
2024-05-31,EX001,686,674,0.0,24.0,115
2024-05-31,DT001,636,605,0.0,24.0,127
2024-05-31,CR001,647,641,0.0,24.0,122
2024-05-31,CV001,745,714,0.0,24.0,113
2024-05-31,DR001,708,689,0.0,24.0,114
2024-05-31,WL001,698,667,0.0,24.0,118
2024-06-01,EX001,677,667,0.0,24.0,124
2024-06-01,DT001,714,707,0.0,24.0,112
2024-06-01,CR001,0,0,44.16,0.0,116
2024-06-01,CV001,675,643,0.0,24.0,122
2024-06-01,DR001,672,651,0.0,24.0,118
2024-06-01,WL001,687,675,0.0,24.0,114
2024-06-02,EX001,692,678,0.0,24.0,120
2024-06-02,DT001,683,659,0.0,24.0,120
2024-06-02,CR001,735,705,0.0,24.0,114
2024-06-02,CV001,702,678,0.0,24.0,120
2024-06-02,DR001,718,684,0.0,24.0,114
2024-06-02,WL001,654,642,0.0,24.0,127
2024-06-03,EX001,677,653,0.0,24.0,118
2024-06-03,DT001,672,664,0.0,24.0,120
2024-06-03,CR001,716,706,0.0,24.0,115
2024-06-03,CV001,610,581,0.0,24.0,128
2024-06-03,DR001,644,629,0.0,24.0,130
2024-06-03,WL001,648,638,0.0,24.0,130
2024-06-04,EX001,643,619,0.0,24.0,123
2024-06-04,DT001,697,692,0.0,24.0,114
2024-06-04,CR001,620,595,0.0,24.0,126
2024-06-04,CV001,719,701,0.0,24.0,115
2024-06-04,DR001,735,711,0.0,24.0,112
2024-06-04,WL001,0,0,41.37,0.0,128
2024-06-05,EX001,613,609,0.0,24.0,129
2024-06-05,DT001,665,633,0.0,24.0,123
2024-06-05,CR001,681,661,0.0,24.0,117
2024-06-05,CV001,683,671,0.0,24.0,115
2024-06-05,DR001,669,643,0.0,24.0,123
2024-06-05,WL001,712,704,0.0,24.0,110
2024-06-06,EX001,714,696,0.0,24.0,112
2024-06-06,DT001,648,622,0.0,24.0,122
2024-06-06,CR001,634,624,0.0,24.0,123
2024-06-06,CV001,646,641,0.0,24.0,121
2024-06-06,DR001,505,493,4.6,19.4,127
2024-06-06,WL001,716,705,0.0,24.0,112
2024-06-07,EX001,631,604,0.0,24.0,128
2024-06-07,DT001,634,628,0.0,24.0,126
2024-06-07,CR001,720,699,0.0,24.0,115
2024-06-07,CV001,636,623,0.0,24.0,124
2024-06-07,DR001,709,692,0.0,24.0,112
2024-06-07,WL001,689,665,0.0,24.0,120
2024-06-08,EX001,707,692,0.0,24.0,114
2024-06-08,DT001,651,636,0.0,24.0,126
2024-06-08,CR001,536,513,3.49,20.51,126
2024-06-08,CV001,730,715,0.0,24.0,110
2024-06-08,DR001,691,660,0.0,24.0,116
2024-06-08,WL001,662,647,0.0,24.0,127
2024-06-09,EX001,735,708,0.0,24.0,112
2024-06-09,DT001,625,602,0.0,24.0,129
2024-06-09,CR001,710,687,0.0,24.0,114
2024-06-09,CV001,642,634,0.0,24.0,130
2024-06-09,DR001,643,638,0.0,24.0,130
2024-06-09,WL001,714,695,0.0,24.0,112
2024-06-10,EX001,647,641,0.0,24.0,126
2024-06-10,DT001,666,641,0.0,24.0,123
2024-06-10,CR001,665,656,0.0,24.0,127
2024-06-10,CV001,670,638,0.0,24.0,121
2024-06-10,DR001,650,635,0.0,24.0,126
2024-06-10,WL001,706,683,0.0,24.0,115
2024-06-11,EX001,635,618,0.0,24.0,129
2024-06-11,DT001,719,707,0.0,24.0,113
2024-06-11,CR001,687,678,0.0,24.0,122
2024-06-11,CV001,745,713,0.0,24.0,111
2024-06-11,DR001,655,640,0.0,24.0,127
2024-06-11,WL001,748,735,0.0,24.0,111
2024-06-12,EX001,675,662,0.0,24.0,120
2024-06-12,DT001,728,721,0.0,24.0,112
2024-06-12,CR001,746,712,0.0,24.0,113
2024-06-12,CV001,480,474,5.53,18.47,130
2024-06-12,DR001,704,679,0.0,24.0,117
2024-06-12,WL001,687,662,0.0,24.0,114
2024-06-13,EX001,689,662,0.0,24.0,121
2024-06-13,DT001,543,526,3.6,20.4,129
2024-06-13,CR001,684,669,0.0,24.0,121
2024-06-13,CV001,676,658,0.0,24.0,115
2024-06-13,DR001,741,735,0.0,24.0,113
2024-06-13,WL001,699,687,0.0,24.0,118
2024-06-14,EX001,689,682,0.0,24.0,113
2024-06-14,DT001,721,690,0.0,24.0,112
2024-06-14,CR001,563,547,3.1,20.9,130
2024-06-14,CV001,685,671,0.0,24.0,122
2024-06-14,DR001,721,700,0.0,24.0,117
2024-06-14,WL001,633,625,0.0,24.0,128
2024-06-15,EX001,659,636,0.0,24.0,118
2024-06-15,DT001,717,694,0.0,24.0,118
2024-06-15,CR001,756,750,0.0,24.0,111
2024-06-15,CV001,651,621,0.0,24.0,127
2024-06-15,DR001,704,670,0.0,24.0,120
2024-06-15,WL001,732,696,0.0,24.0,112
2024-06-16,EX001,643,617,0.0,24.0,129
2024-06-16,DT001,626,606,0.0,24.0,125
2024-06-16,CR001,624,593,0.0,24.0,127
2024-06-16,CV001,687,665,0.0,24.0,119
2024-06-16,DR001,705,687,0.0,24.0,118
2024-06-16,WL001,745,717,0.0,24.0,110
2024-06-17,EX001,714,678,0.0,24.0,110
2024-06-17,DT001,736,703,0.0,24.0,114
2024-06-17,CR001,615,589,0.0,24.0,129
2024-06-17,CV001,526,500,6.17,17.83,111
2024-06-17,DR001,724,710,0.0,24.0,111
2024-06-17,WL001,626,600,0.0,24.0,130
2024-06-18,EX001,713,698,0.0,24.0,116
2024-06-18,DT001,662,634,0.0,24.0,118
2024-06-18,CR001,681,652,0.0,24.0,121
2024-06-18,CV001,694,674,0.0,24.0,121
2024-06-18,DR001,645,621,0.0,24.0,123
2024-06-18,WL001,665,658,0.0,24.0,118
2024-06-19,EX001,745,721,0.0,24.0,111
2024-06-19,DT001,710,704,0.0,24.0,116
2024-06-19,CR001,702,672,0.0,24.0,118
2024-06-19,CV001,725,690,0.0,24.0,116
2024-06-19,DR001,707,694,0.0,24.0,116
2024-06-19,WL001,743,723,0.0,24.0,113
2024-06-20,EX001,736,702,0.0,24.0,111
2024-06-20,DT001,612,608,0.0,24.0,130
2024-06-20,CR001,651,643,0.0,24.0,125
2024-06-20,CV001,729,706,0.0,24.0,115
2024-06-20,DR001,730,709,0.0,24.0,111
2024-06-20,WL001,645,629,0.0,24.0,125
2024-06-21,EX001,651,646,0.0,24.0,120
2024-06-21,DT001,636,629,0.0,24.0,126
2024-06-21,CR001,733,702,0.0,24.0,110
2024-06-21,CV001,740,727,0.0,24.0,113
2024-06-21,DR001,276,265,13.88,10.12,125
2024-06-21,WL001,684,655,0.0,24.0,115
2024-06-22,EX001,500,491,5.26,18.74,127
2024-06-22,DT001,668,651,0.0,24.0,124
2024-06-22,CR001,614,595,0.0,24.0,130
2024-06-22,CV001,646,631,0.0,24.0,129
2024-06-22,DR001,726,695,0.0,24.0,110
2024-06-22,WL001,621,594,0.0,24.0,126
2024-06-23,EX001,622,597,0.0,24.0,130
2024-06-23,DT001,636,619,0.0,24.0,125
2024-06-23,CR001,695,691,0.0,24.0,116
2024-06-23,CV001,723,696,0.0,24.0,116
2024-06-23,DR001,649,634,0.0,24.0,122
2024-06-23,WL001,667,659,0.0,24.0,126
2024-06-24,EX001,658,648,0.0,24.0,119
2024-06-24,DT001,719,686,0.0,24.0,117
2024-06-24,CR001,696,678,0.0,24.0,113
2024-06-24,CV001,662,640,0.0,24.0,126
2024-06-24,DR001,690,659,0.0,24.0,113
2024-06-24,WL001,671,650,0.0,24.0,118
2024-06-25,EX001,666,651,0.0,24.0,117
2024-06-25,DT001,619,613,0.0,24.0,128
2024-06-25,CR001,752,726,0.0,24.0,110
2024-06-25,CV001,702,682,0.0,24.0,120
2024-06-25,DR001,664,639,0.0,24.0,127
2024-06-25,WL001,0,0,36.27,0.0,115
2024-06-26,EX001,666,653,0.0,24.0,122
2024-06-26,DT001,692,683,0.0,24.0,114
2024-06-26,CR001,716,694,0.0,24.0,111
2024-06-26,CV001,661,646,0.0,24.0,119
2024-06-26,DR001,648,637,0.0,24.0,130
2024-06-26,WL001,727,707,0.0,24.0,115
2024-06-27,EX001,710,684,0.0,24.0,114
2024-06-27,DT001,680,652,0.0,24.0,121
2024-06-27,CR001,617,608,0.0,24.0,128
2024-06-27,CV001,653,645,0.0,24.0,126
2024-06-27,DR001,652,641,0.0,24.0,126
2024-06-27,WL001,467,453,6.85,17.15,129
2024-06-28,EX001,684,676,0.0,24.0,118
2024-06-28,DT001,155,150,18.33,5.67,124
2024-06-28,CR001,681,650,0.0,24.0,116
2024-06-28,CV001,697,664,0.0,24.0,113
2024-06-28,DR001,699,680,0.0,24.0,120
2024-06-28,WL001,661,630,0.0,24.0,126
2024-06-29,EX001,692,682,0.0,24.0,113
2024-06-29,DT001,628,602,0.0,24.0,125
2024-06-29,CR001,720,701,0.0,24.0,113
2024-06-29,CV001,711,676,0.0,24.0,119
2024-06-29,DR001,630,619,0.0,24.0,128
2024-06-29,WL001,750,744,0.0,24.0,112
2024-06-30,EX001,657,645,0.0,24.0,121
2024-06-30,DT001,726,699,0.0,24.0,115
2024-06-30,CR001,606,581,0.0,24.0,130
2024-06-30,CV001,628,612,0.0,24.0,127
2024-06-30,DR001,649,638,0.0,24.0,126
2024-06-30,WL001,665,643,0.0,24.0,118
2024-07-01,EX001,659,653,0.0,24.0,128
2024-07-01,DT001,655,630,0.0,24.0,119
2024-07-01,CR001,709,685,0.0,24.0,113
2024-07-01,CV001,693,676,0.0,24.0,115
2024-07-01,DR001,671,663,0.0,24.0,126
2024-07-01,WL001,649,621,0.0,24.0,122
2024-07-02,EX001,415,399,7.62,16.38,129
2024-07-02,DT001,654,637,0.0,24.0,122
2024-07-02,CR001,694,675,0.0,24.0,121
2024-07-02,CV001,706,682,0.0,24.0,116
2024-07-02,DR001,628,611,0.0,24.0,129
2024-07-02,WL001,686,664,0.0,24.0,119
2024-07-03,EX001,611,601,0.0,24.0,128
2024-07-03,DT001,714,707,0.0,24.0,116
2024-07-03,CR001,651,646,0.0,24.0,121
2024-07-03,CV001,686,673,0.0,24.0,115
2024-07-03,DR001,624,600,0.0,24.0,126
2024-07-03,WL001,704,698,0.0,24.0,119
2024-07-04,EX001,664,651,0.0,24.0,126
2024-07-04,DT001,648,637,0.0,24.0,127
